"data_type","alphabet_size","tier_size","language_class","factor_width","threshold","index","split","accuracy","precision","recall","f1","brier_score","model","train_size"
"PS",4,4,"coSL",4,1,4,"SA",0.967,1,0.934,0.965873836608066,0.0325807068007844,"gru","Small"
"PS",4,4,"coSL",4,1,4,"LR",0.99866,1,0.99732,0.998658201990667,0.0013293567469795,"gru","Small"
"PS",16,16,"LT",4,1,2,"LA",0.86057,0.975949734681486,0.73936,0.84133865883772,0.138884900755828,"gru","Mid"
"PS",16,16,"LT",4,1,2,"SR",0.99993,1,0.99986,0.999929995099657,6.99999952137721e-05,"gru","Mid"
"PS",16,16,"LT",4,1,2,"SA",0.83438,1,0.66876,0.80150530933148,0.165081434570123,"gru","Mid"
"PS",16,16,"LT",4,1,2,"LR",0.9921,0.984598416512388,0.99984,0.992160676364935,0.00786295308452546,"gru","Mid"
"PS",16,16,"PLT",2,2,7,"LA",0.78507,0.799072578106968,0.76166,0.779917877512569,0.196246781989851,"transformer","Large"
"PS",16,16,"PLT",2,2,7,"SR",0.99607,0.992651002045802,0.99954,0.996083589942898,0.0032812113725492,"transformer","Large"
"PS",16,16,"PLT",2,2,7,"SA",0.91193,0.850584690803248,0.99942,0.919015347267561,0.077670096091414,"transformer","Large"
"PS",16,16,"PLT",2,2,7,"LR",0.87469,0.966159894498495,0.77658,0.861058443934404,0.11424803200983,"transformer","Large"
"PS",4,4,"SP",2,1,7,"LA",0.575,0.553472123199772,0.7763,0.646216598684758,0.385845563641918,"simple","Small"
"PS",4,4,"SP",2,1,7,"SR",0.99251,0.987952523431153,0.99718,0.992544815710631,0.00626754916520179,"simple","Small"
"PS",4,4,"SP",2,1,7,"SA",0.58963,0.549392172638401,0.99696,0.708405278079768,0.393218102385469,"simple","Small"
"PS",4,4,"SP",2,1,7,"LR",0.88875,0.998998793417708,0.77828,0.87493395388576,0.0959753735079633,"simple","Small"
"PS",16,16,"LT",4,1,7,"LA",0.99985,0.999700089973008,1,0.999850022496625,0.00015,"gru","Large"
"PS",16,16,"LT",4,1,7,"SR",1,1,1,1,2.83993355611866e-26,"gru","Large"
"PS",16,16,"LT",4,1,7,"SA",0.99987,0.999740067582429,1,0.999870016897803,0.00013000000413075,"gru","Large"
"PS",16,16,"LT",4,1,7,"LR",1,1,1,1,3.43582331614679e-26,"gru","Large"
"PS",4,4,"SL",6,1,8,"LA",0.99934,0.998681740103064,1,0.999340435312694,0.00066,"gru","Large"
"PS",4,4,"SL",6,1,8,"SR",1,1,1,1,1.00855841295412e-33,"gru","Large"
"PS",4,4,"SL",6,1,8,"SA",0.99952,0.999040920716113,1,0.999520230289461,0.00048,"gru","Large"
"PS",4,4,"SL",6,1,8,"LR",1,1,1,1,8.92342725358838e-34,"gru","Large"
"PS",16,4,"TLTT",4,3,0,"LA",0.54217,0.52228316582649,0.9884,0.683432095863037,0.443246749430227,"transformer","Small"
"PS",16,4,"TLTT",4,3,0,"SR",0.99083,0.985019466787881,0.99682,0.990884601238581,0.00785400628558299,"transformer","Small"
"PS",16,4,"TLTT",4,3,0,"SA",0.53143,0.516275697788825,0.99698,0.680277029101702,0.453629178454842,"transformer","Small"
"PS",16,4,"TLTT",4,3,0,"LR",0.96781,0.948962552064339,0.9888,0.968471777392531,0.0285430346974586,"transformer","Small"
"PS",16,7,"TLTT",4,2,0,"LA",0.55553,0.53070025099791,0.95992,0.683513838748496,0.420317522430052,"transformer","Mid"
"PS",16,7,"TLTT",4,2,0,"SR",0.99021,0.984617513889713,0.99598,0.990266164232379,0.00872309057532872,"transformer","Mid"
"PS",16,7,"TLTT",4,2,0,"SA",0.62133,0.569302123673418,0.9967,0.724677723085424,0.363686423769026,"transformer","Mid"
"PS",16,7,"TLTT",4,2,0,"LR",0.93635,0.916595062152718,0.96006,0.937824188490881,0.0565818844135681,"transformer","Mid"
"PS",4,3,"TLTT",6,2,5,"LA",0.68205,0.611284308331805,1,0.758754125725559,0.315822754502419,"gru","Large"
"PS",4,3,"TLTT",6,2,5,"SR",0.99955,0.999100809271656,1,0.999550202408916,0.000431433619590826,"gru","Large"
"PS",4,3,"TLTT",6,2,5,"SA",0.6664,0.599808061420345,1,0.749850029994001,0.331461114408933,"gru","Large"
"PS",4,3,"TLTT",6,2,5,"LR",0.99925,0.998502246630055,1,0.999250562078441,0.000745500342829704,"gru","Large"
"PS",16,7,"TPLT",2,2,5,"LA",0.9804,0.996773659827929,0.96392,0.980071579632341,0.0183260339158903,"lstm","Large"
"PS",16,7,"TPLT",2,2,5,"SR",0.99995,0.999920004799712,0.99998,0.999950001499955,4.60026864845651e-05,"lstm","Large"
"PS",16,7,"TPLT",2,2,5,"SA",0.99931,0.99862190177555,1,0.999310475771717,0.000667417533402895,"lstm","Large"
"PS",16,7,"TPLT",2,2,5,"LR",0.98387,0.999669551209236,0.96806,0.983610888141517,0.0151477918270262,"lstm","Large"
"PS",4,3,"TLTT",2,5,4,"LA",0.63714,0.622507682412635,0.69686,0.657588797040728,0.289829238742136,"transformer","Large"
"PS",4,3,"TLTT",2,5,4,"SR",0.98193,0.970441810975967,0.99414,0.982147973246658,0.0138909874286148,"transformer","Large"
"PS",4,3,"TLTT",2,5,4,"SA",0.82864,0.748585519348885,0.98966,0.852405643313638,0.128961893496042,"transformer","Large"
"PS",4,3,"TLTT",2,5,4,"LR",0.83484,0.869417475728155,0.78804,0.826731011330256,0.134294631418147,"transformer","Large"
"PS",16,16,"SL",2,1,1,"LA",0.59097,0.695844994617869,0.32322,0.441406623420963,0.269068652261621,"simple","Mid"
"PS",16,16,"SL",2,1,1,"SR",0.73191,0.762454448744936,0.67372,0.715345982735371,0.178705340242726,"simple","Mid"
"PS",16,16,"SL",2,1,1,"SA",0.6795,0.720234589713388,0.58702,0.646839739069111,0.210250992226343,"simple","Mid"
"PS",16,16,"SL",2,1,1,"LR",0.63123,0.748494603294831,0.39528,0.517348341077155,0.243814044815367,"simple","Mid"
"PS",4,3,"TPLT",4,2,2,"LA",0.55449,0.55049391181867,0.59406,0.571447810152275,0.284841535198518,"simple","Mid"
"PS",4,3,"TPLT",4,2,2,"SR",0.74367,0.790297600609974,0.66336,0.72128652045798,0.169608743284153,"simple","Mid"
"PS",4,3,"TPLT",4,2,2,"SA",0.61921,0.621298764728627,0.6106,0.615902924177165,0.240793227549711,"simple","Mid"
"PS",4,3,"TPLT",4,2,2,"LR",0.63343,0.632499851045659,0.63694,0.634712160317286,0.237650272764378,"simple","Mid"
"PS",16,4,"TcoSL",6,1,5,"LA",0.83172,0.87650957958776,0.77224,0.821077701696934,0.141393953239487,"simple","Large"
"PS",16,4,"TcoSL",6,1,5,"SR",0.99897,1,0.99794,0.998968938006146,0.000891238961111501,"simple","Large"
"PS",16,4,"TcoSL",6,1,5,"SA",0.80683,1,0.61366,0.760581535143711,0.168310544110469,"simple","Large"
"PS",16,4,"TcoSL",6,1,5,"LR",0.94632,0.903851026095769,0.9989,0.949001501073553,0.0470105216174918,"simple","Large"
"PS",16,4,"TSL",2,1,1,"LA",0.99966,0.999360383769738,0.99996,0.999660101969409,0.000332871489464625,"lstm","Large"
"PS",16,4,"TSL",2,1,1,"SR",0.99998,0.999960001599936,1,0.999980000399992,1.37889042501216e-05,"lstm","Large"
"PS",16,4,"TSL",2,1,1,"SA",0.99999,0.999980000399992,1,0.999990000099999,5.22881464117478e-06,"lstm","Large"
"PS",16,4,"TSL",2,1,1,"LR",0.99991,0.9998600139986,0.99996,0.999910004499775,9.02726318054724e-05,"lstm","Large"
"PS",16,4,"TSL",6,1,5,"LA",0.98111,0.982993675333802,0.97916,0.981073092530434,0.0151052071804332,"lstm","Large"
"PS",16,4,"TSL",6,1,5,"SR",0.99995,0.999900009999,1,0.999950002499875,4.88160973199253e-05,"lstm","Large"
"PS",16,4,"TSL",6,1,5,"SA",0.989,0.978473581213307,1,0.989119683481701,0.00883004264391548,"lstm","Large"
"PS",16,4,"TSL",6,1,5,"LR",0.99389,0.999878544968725,0.9879,0.993853180551504,0.00475731572434932,"lstm","Large"
"PS",16,16,"coSL",2,1,2,"LA",0.527,0.708076448828607,0.09188,0.162654015012038,0.253658307202154,"lstm","Small"
"PS",16,16,"coSL",2,1,2,"SR",0.65616,0.844845861672997,0.38258,0.526665014729771,0.194787021010021,"lstm","Small"
"PS",16,16,"coSL",2,1,2,"SA",0.58534,0.684240069084629,0.31694,0.433214871514489,0.229961500203832,"lstm","Small"
"PS",16,16,"coSL",2,1,2,"LR",0.55863,0.880566013241594,0.13566,0.235100428054001,0.233937237479174,"lstm","Small"
"PS",16,16,"LTT",2,5,4,"LA",0.59752,0.562407208314135,0.87884,0.685886429619455,0.399614772642853,"gru","Small"
"PS",16,16,"LTT",2,5,4,"SR",0.9995,0.999360179149838,0.99964,0.999500069990201,0.000466388634539928,"gru","Small"
"PS",16,16,"LTT",2,5,4,"SA",0.50107,0.500535648134242,0.99986,0.667111469919068,0.498840915504237,"gru","Small"
"PS",16,16,"LTT",2,5,4,"LR",0.94295,0.999661590524535,0.8862,0.939517625231911,0.0563669300460285,"gru","Small"
"PS",4,4,"SL",4,1,8,"LA",0.5,0.5,1,0.666666666666667,0.252793564340605,"lstm","Small"
"PS",4,4,"SL",4,1,8,"SR",0.5,0.5,1,0.666666666666667,0.252802433503341,"lstm","Small"
"PS",4,4,"SL",4,1,8,"SA",0.5,0.5,1,0.666666666666667,0.252797251612924,"lstm","Small"
"PS",4,4,"SL",4,1,8,"LR",0.5,0.5,1,0.666666666666667,0.252803736667806,"lstm","Small"
"PS",4,4,"LT",2,1,1,"LA",0.5359,0.615806451612903,0.1909,0.291450381679389,0.33669603301549,"simple","Small"
"PS",4,4,"LT",2,1,1,"SR",0.8328,0.871893438226354,0.78024,0.823524444819725,0.11971589949431,"simple","Small"
"PS",4,4,"LT",2,1,1,"SA",0.58304,0.66474882945798,0.33506,0.445546660993059,0.291312663170583,"simple","Small"
"PS",4,4,"LT",2,1,1,"LR",0.77952,0.872415263270092,0.6548,0.748103464034366,0.157367103670316,"simple","Small"
"PS",4,3,"TLTT",2,2,9,"LA",0.52953,0.51713930839147,0.891,0.654439686515311,0.349165130706837,"simple","Small"
"PS",4,3,"TLTT",2,2,9,"SR",0.81033,0.765280128566788,0.89524,0.825174438432681,0.13658391629222,"simple","Small"
"PS",4,3,"TLTT",2,2,9,"SA",0.56844,0.542463951554861,0.8743,0.669520469269294,0.292300566080142,"simple","Small"
"PS",4,3,"TLTT",2,2,9,"LR",0.71709,0.658786699629895,0.90068,0.760972972059581,0.202362317610814,"simple","Small"
"PS",16,4,"TLT",2,1,8,"LA",1,1,1,1,7.33362221443456e-31,"gru","Large"
"PS",16,4,"TLT",2,1,8,"SR",1,1,1,1,3.57348305187695e-32,"gru","Large"
"PS",16,4,"TLT",2,1,8,"SA",1,1,1,1,2.10843985727923e-31,"gru","Large"
"PS",16,4,"TLT",2,1,8,"LR",1,1,1,1,3.67693098923834e-32,"gru","Large"
"PS",16,7,"TLTT",6,2,2,"LA",0.50877,0.517334071233743,0.26174,0.34761013054969,0.479731154658552,"simple","Small"
"PS",16,7,"TLTT",6,2,2,"SR",0.9947,0.998951063057248,0.99044,0.994677325406231,0.00453572670986343,"simple","Small"
"PS",16,7,"TLTT",6,2,2,"SA",0.51474,0.965277777777778,0.03058,0.0592819478908189,0.478287980480695,"simple","Small"
"PS",16,7,"TLTT",6,2,2,"LR",0.83197,0.789672082511649,0.90498,0.843403136969832,0.158571796346371,"simple","Small"
"PS",4,3,"TcoSL",4,1,9,"LA",0.58698,0.569836528888461,0.70972,0.63213210538504,0.382238586562372,"transformer","Small"
"PS",4,3,"TcoSL",4,1,9,"SR",0.97749,0.996402952489864,0.95844,0.97705285692441,0.0207222493561232,"transformer","Small"
"PS",4,3,"TcoSL",4,1,9,"SA",0.68729,0.987963107706738,0.3792,0.548048156552153,0.302325871115142,"transformer","Small"
"PS",4,3,"TcoSL",4,1,9,"LR",0.71851,0.646142939311655,0.9661,0.774372991126893,0.264256417778104,"transformer","Small"
"PS",4,4,"LTT",2,2,4,"LA",0.53511,0.541707253332066,0.45602,0.495184111368103,0.272107958566536,"transformer","Small"
"PS",4,4,"LTT",2,2,4,"SR",0.68516,0.689240014717305,0.67438,0.68172903904086,0.203550015728475,"transformer","Small"
"PS",4,4,"LTT",2,2,4,"SA",0.55073,0.544021937208213,0.62692,0.582536540945372,0.276527125342605,"transformer","Small"
"PS",4,4,"LTT",2,2,4,"LR",0.63457,0.680065298257821,0.50824,0.581729943800291,0.226961284570746,"transformer","Small"
"PS",16,16,"SL",2,1,3,"LA",0.62048,0.657969266271569,0.50182,0.569382985000113,0.240310363354756,"simple","Mid"
"PS",16,16,"SL",2,1,3,"SR",0.75052,0.773147542413537,0.7091,0.73974003213086,0.165104351859274,"simple","Mid"
"PS",16,16,"SL",2,1,3,"SA",0.68957,0.716132710067267,0.62812,0.669245112141069,0.200875415904467,"simple","Mid"
"PS",16,16,"SL",2,1,3,"LR",0.68189,0.73529792243409,0.5684,0.641165920294187,0.204556503532612,"simple","Mid"
"PS",16,16,"SF",0,0,8,"LA",0.84038,0.761500875818199,0.9912,0.861298899914843,0.149041867670587,"simple","Small"
"PS",16,16,"SF",0,0,8,"SR",0.97058,0.949352583934915,0.9942,0.971258865594654,0.0254872997228685,"simple","Small"
"PS",16,16,"SF",0,0,8,"SA",0.80455,0.720832426945109,0.9941,0.83569417006431,0.184343154705625,"simple","Small"
"PS",16,16,"SF",0,0,8,"LR",0.9654,0.942227290003801,0.9916,0.96628337556032,0.0292478929038416,"simple","Small"
"PS",16,16,"SP",2,1,8,"LA",0.85879,0.856147386392964,0.8625,0.859311952655648,0.119408905297401,"simple","Large"
"PS",16,16,"SP",2,1,8,"SR",0.99716,0.999598038427526,0.99472,0.997153053450419,0.00211599342393991,"simple","Large"
"PS",16,16,"SP",2,1,8,"SA",0.99405,0.996363051821488,0.99172,0.994036104122606,0.0045041417113018,"simple","Large"
"PS",16,16,"SP",2,1,8,"LR",0.90962,0.948436678928008,0.86634,0.9055313989464,0.0740912180275514,"simple","Large"
"PS",16,16,"SF",0,0,0,"LA",0.86861,0.855917965355426,0.88644,0.870911645363175,0.121870166587267,"lstm","Large"
"PS",16,16,"SF",0,0,0,"SR",0.99968,0.999400335811945,0.99996,0.999680089574919,0.000321463287259518,"lstm","Large"
"PS",16,16,"SF",0,0,0,"SA",0.99877,0.997565890544881,0.99998,0.998771486501333,0.00122443128191475,"lstm","Large"
"PS",16,16,"SF",0,0,0,"LR",0.8769,0.85756299332119,0.90394,0.880140987692787,0.113806464601652,"lstm","Large"
"PS",16,16,"LTT",4,2,5,"LA",0.76895,0.686137448958405,0.9914,0.810994314695898,0.22866066942819,"gru","Small"
"PS",16,16,"LTT",4,2,5,"SR",0.99851,0.999659216197254,0.99736,0.998508284527206,0.00147913952365618,"gru","Small"
"PS",16,16,"LTT",4,2,5,"SA",0.76441,0.680827782413043,0.99552,0.808636108877355,0.233764413496387,"gru","Small"
"PS",16,16,"LTT",4,2,5,"LR",0.9969,0.999698310539018,0.9941,0.996891295627758,0.00305425417223328,"gru","Small"
"PS",4,3,"TcoSL",2,1,8,"LA",0.59999,0.561649916764289,0.91094,0.694870132346771,0.378355675569967,"simple","Large"
"PS",4,3,"TcoSL",2,1,8,"SR",0.99983,0.99989998599804,0.99976,0.999829988099167,0.000150246575570744,"simple","Large"
"PS",4,3,"TcoSL",2,1,8,"SA",0.99944,0.999959958356691,0.99892,0.999439708648497,0.000491927708829849,"simple","Large"
"PS",4,3,"TcoSL",2,1,8,"LR",0.62163,0.572480781836601,0.96068,0.717434001717636,0.361254548911777,"simple","Large"
"PS",16,7,"TLTT",2,5,3,"LA",0.63377,0.605748707489446,0.76626,0.676615246050738,0.26040117652503,"simple","Mid"
"PS",16,7,"TLTT",2,5,3,"SR",0.84838,0.877067278552256,0.81034,0.84238429872344,0.109784832955186,"simple","Mid"
"PS",16,7,"TLTT",2,5,3,"SA",0.77209,0.820581096684497,0.69646,0.753442885424668,0.158027535782033,"simple","Mid"
"PS",16,7,"TLTT",2,5,3,"LR",0.68709,0.648519488767167,0.81694,0.723051732530867,0.22699736194146,"simple","Mid"
"PS",16,16,"PLT",4,2,1,"LA",0.94158,1,0.88316,0.937955351642983,0.0583747439217932,"gru","Mid"
"PS",16,16,"PLT",4,2,1,"SR",0.99991,1,0.99982,0.999909991899271,8.78110961021247e-05,"gru","Mid"
"PS",16,16,"PLT",4,2,1,"SA",0.92231,1,0.84462,0.915765848792705,0.0775028539315453,"gru","Mid"
"PS",16,16,"PLT",4,2,1,"LR",0.99984,1,0.99968,0.999839974395903,0.000161061478776038,"gru","Mid"
"PS",16,16,"coSL",4,1,0,"LA",0.70697,0.708047687018757,0.70438,0.70620908152114,0.269638712200505,"simple","Mid"
"PS",16,16,"coSL",4,1,0,"SR",0.99703,0.994193330284169,0.9999,0.997038499506417,0.00262024511232859,"simple","Mid"
"PS",16,16,"coSL",4,1,0,"SA",0.79005,0.704315239289387,0.99986,0.826460353278614,0.189368743667317,"simple","Mid"
"PS",16,16,"coSL",4,1,0,"LR",0.85452,0.990590058673752,0.71584,0.831096456601495,0.138327658694421,"simple","Mid"
"PS",4,4,"Zp",3,1,4,"LA",0.99994,0.999959998399936,0.99992,0.999939998799976,5.02713382386806e-05,"gru","Small"
"PS",4,4,"Zp",3,1,4,"SR",1,1,1,1,4.85786716740667e-12,"gru","Small"
"PS",4,4,"Zp",3,1,4,"SA",1,1,1,1,4.95691595288619e-12,"gru","Small"
"PS",4,4,"Zp",3,1,4,"LR",0.99992,0.99992,0.99992,0.99992,7.97910665010325e-05,"gru","Small"
"PS",4,3,"TPLT",4,2,7,"LA",0.55457,0.544496811754921,0.66776,0.599861658836317,0.332143791189737,"simple","Small"
"PS",4,3,"TPLT",4,2,7,"SR",0.79106,0.755271005086827,0.86116,0.804747219885992,0.155013185404313,"simple","Small"
"PS",4,3,"TPLT",4,2,7,"SA",0.57539,0.548915793981391,0.846,0.665821928050307,0.313111572072952,"simple","Small"
"PS",4,3,"TPLT",4,2,7,"LR",0.70427,0.713953537088631,0.68164,0.697422675138382,0.220489780088219,"simple","Small"
"PS",4,4,"SP",6,1,4,"LA",0.54214,0.522612633883535,0.97392,0.680216234337678,0.431248859736184,"gru","Small"
"PS",4,4,"SP",6,1,4,"SR",0.857,0.870470300112075,0.83882,0.854352121570145,0.119288469890185,"gru","Small"
"PS",4,4,"SP",6,1,4,"SA",0.65182,0.617894638752563,0.7957,0.695614924642445,0.303048396178812,"gru","Small"
"PS",4,4,"SP",6,1,4,"LR",0.97239,0.968259947265122,0.9768,0.972511225495565,0.0229732833236395,"gru","Small"
"PS",4,4,"coSL",4,1,2,"LA",0.60417,0.575346825408307,0.79544,0.667724361395821,0.281419163295133,"simple","Small"
"PS",4,4,"coSL",4,1,2,"SR",0.7824,0.743054360174889,0.86334,0.798693729531704,0.151964067144095,"simple","Small"
"PS",4,4,"coSL",4,1,2,"SA",0.68273,0.637063262275162,0.84932,0.72803641382148,0.219679691482295,"simple","Small"
"PS",4,4,"coSL",4,1,2,"LR",0.6818,0.644025097442723,0.81294,0.718690878229043,0.22480183539887,"simple","Small"
"PS",4,4,"SP",6,1,3,"LA",0.93957,0.892536300476862,0.99948,0.942985725203083,0.0560540457385625,"gru","Mid"
"PS",4,4,"SP",6,1,3,"SR",0.99731,0.995575485799701,0.99906,0.997314699276266,0.00237423208271511,"gru","Mid"
"PS",4,4,"SP",6,1,3,"SA",0.98292,0.968217956176071,0.99862,0.983184011026878,0.0150222754379194,"gru","Mid"
"PS",4,4,"SP",6,1,3,"LR",0.99959,0.999699933985477,0.99948,0.999589954895038,0.000326401403471435,"gru","Mid"
"PS",16,4,"TLTT",2,5,4,"LA",0.6669,0.611035712384906,0.91846,0.733852152513663,0.231369686032102,"lstm","Large"
"PS",16,4,"TLTT",2,5,4,"SR",0.9989,0.997804829375374,1,0.998901208670463,0.000961125764055136,"lstm","Large"
"PS",16,4,"TLTT",2,5,4,"SA",0.58073,0.543910796845254,0.99998,0.704583406728906,0.370738964641164,"lstm","Large"
"PS",16,4,"TLTT",2,5,4,"LR",0.96476,0.992518333262685,0.93658,0.963738140807969,0.0470727393420771,"lstm","Large"
"PS",4,4,"SP",4,1,0,"LA",0.67568,0.655496548061604,0.74058,0.695445581744765,0.242019555122766,"simple","Large"
"PS",4,4,"SP",4,1,0,"SR",0.9431,0.897998778428484,0.99976,0.946151079817538,0.0478990285437049,"simple","Large"
"PS",4,4,"SP",4,1,0,"SA",0.74926,0.666071476161288,0.99972,0.799481790701022,0.219764877523598,"simple","Large"
"PS",4,4,"SP",4,1,0,"LR",0.86493,0.98765267124569,0.7391,0.845487719779906,0.0797230981027676,"simple","Large"
"PS",16,16,"SL",4,1,4,"LA",0.83742,0.754625856500347,1,0.860155860241876,0.161752601380383,"gru","Small"
"PS",16,16,"SL",4,1,4,"SR",0.99875,0.997506234413965,1,0.998751560549313,0.00124955151632517,"gru","Small"
"PS",16,16,"SL",4,1,4,"SA",0.82838,0.744468598314523,1,0.853519059080589,0.170920215087742,"gru","Small"
"PS",16,16,"SL",4,1,4,"LR",0.99864,0.99728737833094,1,0.99864184708796,0.00134961307553243,"gru","Small"
"PS",16,7,"TLTT",4,2,7,"LA",0.6262,0.573380625654146,0.9861,0.725126847562321,0.355963798334971,"lstm","Small"
"PS",16,7,"TLTT",4,2,7,"SR",0.98337,0.973363103981824,0.99394,0.983543940548403,0.0147585939695613,"lstm","Small"
"PS",16,7,"TLTT",4,2,7,"SA",0.62065,0.569341471544996,0.99062,0.723096126192544,0.357637054719939,"lstm","Small"
"PS",16,7,"TLTT",4,2,7,"LR",0.98298,0.974831884855873,0.99156,0.98312478930774,0.0153303524052991,"lstm","Small"
"PS",4,3,"TLTT",4,3,9,"LA",0.67739,0.621748500363756,0.9059,0.737397334983028,0.268940581802645,"lstm","Mid"
"PS",4,3,"TLTT",4,3,9,"SR",0.99829,0.996690656087399,0.9999,0.998292748674634,0.00139288962680145,"lstm","Mid"
"PS",4,3,"TLTT",4,3,9,"SA",0.58368,0.545667881857277,0.99986,0.706026070132328,0.387384474424857,"lstm","Mid"
"PS",4,3,"TLTT",4,3,9,"LR",0.9564,0.998035792230467,0.9146,0.954498017115425,0.0367067304845589,"lstm","Mid"
"PS",16,16,"coSP",6,1,1,"LA",0.64087,0.584571051209702,0.97372,0.73055482612447,0.283244464855396,"lstm","Mid"
"PS",16,16,"coSP",6,1,1,"SR",0.97372,0.952212761082897,0.9975,0.97433042255172,0.0215811396282991,"lstm","Mid"
"PS",16,16,"coSP",6,1,1,"SA",0.7659,0.681918940368353,0.99672,0.809801595684178,0.194827149319509,"lstm","Mid"
"PS",16,16,"coSP",6,1,1,"LR",0.83177,0.755549735800225,0.9809,0.853602290428411,0.126529604214482,"lstm","Mid"
"PS",16,16,"PLT",2,2,1,"LA",0.83511,0.760790051207023,0.9776,0.855674885556985,0.158572700783001,"transformer","Large"
"PS",16,16,"PLT",2,2,1,"SR",0.99792,0.999558552050726,0.99628,0.997916583196442,0.00167557255791423,"transformer","Large"
"PS",16,16,"PLT",2,2,1,"SA",0.99081,0.998152771857175,0.98344,0.990741766821474,0.00759459311781285,"transformer","Large"
"PS",16,16,"PLT",2,2,1,"LR",0.8694,0.796649641836112,0.99202,0.883664997951221,0.125723032238777,"transformer","Large"
"PS",16,4,"TSL",4,1,9,"LA",0.55397,0.540413041199287,0.7217,0.618036703690065,0.394155321740879,"transformer","Small"
"PS",16,4,"TSL",4,1,9,"SR",0.98121,0.980738875901616,0.9817,0.981219202590731,0.015675177596937,"transformer","Small"
"PS",16,4,"TSL",4,1,9,"SA",0.5655,0.535900640182408,0.97774,0.692332747974848,0.411814789180928,"transformer","Small"
"PS",16,4,"TSL",4,1,9,"LR",0.83935,0.931600234019281,0.73248,0.820126969198213,0.13514860475136,"transformer","Small"
"PS",4,3,"TcoSL",4,1,5,"LA",0.77632,0.797848488768163,0.74018,0.767933102317764,0.183552670614609,"transformer","Small"
"PS",4,3,"TcoSL",4,1,5,"SR",0.99097,0.993665413155831,0.98824,0.990945280616082,0.00892485023104488,"transformer","Small"
"PS",4,3,"TcoSL",4,1,5,"SA",0.88007,0.987782027259427,0.76966,0.865185085263998,0.113081340876184,"transformer","Small"
"PS",4,3,"TcoSL",4,1,5,"LR",0.91027,0.853601778911623,0.9904,0.91692666623462,0.0749632496528846,"transformer","Small"
"PS",16,7,"TcoSL",6,1,3,"LA",0.55191,0.52822023854827,0.97164,0.684383650412402,0.416830855285439,"transformer","Small"
"PS",16,7,"TcoSL",6,1,3,"SR",0.97649,0.969328053897524,0.98412,0.976668022984627,0.0186577861078251,"transformer","Small"
"PS",16,7,"TcoSL",6,1,3,"SA",0.59092,0.550959555196843,0.983,0.706137578300098,0.364930549645463,"transformer","Small"
"PS",16,7,"TcoSL",6,1,3,"LR",0.85001,0.780245648309767,0.97448,0.866612715323664,0.128695148500351,"transformer","Small"
"PS",16,16,"SL",2,1,4,"LA",0.99997,0.999940003599784,1,0.999970000899973,2.26037534495535e-05,"gru","Large"
"PS",16,16,"SL",2,1,4,"SR",1,1,1,1,2.80419834945411e-30,"gru","Large"
"PS",16,16,"SL",2,1,4,"SA",0.99998,0.999960001599936,1,0.999980000399992,1.99999833107148e-05,"gru","Large"
"PS",16,16,"SL",2,1,4,"LR",1,1,1,1,8.3741240541662e-22,"gru","Large"
"PS",16,16,"SP",2,1,0,"LA",0.99898,0.999159697491097,0.9988,0.998979816366946,0.000910122486729956,"gru","Small"
"PS",16,16,"SP",2,1,0,"SR",0.99998,0.999960001599936,1,0.999980000399992,1.84411578455409e-05,"gru","Small"
"PS",16,16,"SP",2,1,0,"SA",0.99994,0.999880014398272,1,0.999940003599784,5.95128127738955e-05,"gru","Small"
"PS",16,16,"SP",2,1,0,"LR",0.99953,0.999939950759623,0.99912,0.999529807220961,0.000394161808402031,"gru","Small"
"PS",16,16,"LTT",4,2,5,"LA",0.58384,0.545932678821879,0.99648,0.705402650356779,0.4132812965982,"lstm","Mid"
"PS",16,16,"LTT",4,2,5,"SR",0.99981,0.999879983197648,0.99974,0.999809986699069,0.000180359633721754,"lstm","Mid"
"PS",16,16,"LTT",4,2,5,"SA",0.54615,0.524195493294467,0.99984,0.687794509145691,0.449891410779519,"lstm","Mid"
"PS",16,16,"LTT",4,2,5,"LR",0.99861,0.999859649122807,0.99736,0.998608260325407,0.00138415170933192,"lstm","Mid"
"PS",16,16,"LTT",2,3,3,"LA",0.97741,0.966448461162677,0.98916,0.977672349888806,0.0185035887850929,"simple","Large"
"PS",16,16,"LTT",2,3,3,"SR",0.9999,0.999939995199616,0.99986,0.99989999599984,8.53449163224737e-05,"simple","Large"
"PS",16,16,"LTT",2,3,3,"SA",0.99888,1,0.99776,0.998878744193497,0.00112089895130624,"simple","Large"
"PS",16,16,"LTT",2,3,3,"LR",0.9833,0.970832359130231,0.99654,0.983518218783309,0.0130133098619815,"simple","Large"
"PS",16,16,"SP",2,1,0,"LA",0.67912,0.775806848977581,0.50384,0.610922494907363,0.252791435707585,"simple","Large"
"PS",16,16,"SP",2,1,0,"SR",0.9083,0.920910477918436,0.89332,0.906905443544293,0.0631822938472841,"simple","Large"
"PS",16,16,"SP",2,1,0,"SA",0.849,0.838571982925883,0.8644,0.851290131967697,0.100707100884281,"simple","Large"
"PS",16,16,"SP",2,1,0,"LR",0.74485,0.913807672807166,0.5407,0.679399384306088,0.209164907012687,"simple","Large"
"PS",4,3,"TLTT",4,2,3,"LA",0.95993,1,0.91986,0.958257372933443,0.0397831727694486,"gru","Small"
"PS",4,3,"TLTT",4,2,3,"SR",0.99827,1,0.99654,0.99826700191331,0.00171660834006747,"gru","Small"
